Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Romania,Clothes,Online,L,2017-10-06,812393319,2017-11-24,4091,109.28,35.84,447064.48,146621.44,300443.04
Sub-Saharan Africa,South Africa,Office Supplies,Online,H,2015-01-07,572514140,2015-01-26,8511,651.21,524.96,5542448.31,4467934.56,1074513.75
Asia,Indonesia,Beverages,Offline,H,2020-10-11,674048840,2020-10-28,4886,47.45,31.79,231840.7,155325.94,76514.76
Australia and Oceania,Marshall Islands,Personal Care,Online,L,2020-03-30,804546248,2020-04-20,1969,81.73,56.67,160926.37,111583.23,49343.14
Europe,Portugal,Personal Care,Online,M,2021-07-01,271867692,2021-07-22,546,81.73,56.67,44624.58,30941.82,13682.76
Sub-Saharan Africa,Seychelles,Cosmetics,Offline,L,2018-02-04,254186999,2018-03-22,8437,437.2,263.33,3688656.4,2221715.21,1466941.19
Europe,Belarus,Office Supplies,Offline,H,2015-10-14,649990499,2015-11-19,5488,651.21,524.96,3573840.48,2880980.48,692860.0
Europe,Bulgaria,Vegetables,Online,H,2016-06-21,528077018,2016-07-13,8579,154.06,90.93,1321680.74,780088.47,541592.27
Europe,Estonia,Clothes,Online,C,2023-07-26,377557885,2023-09-13,6623,109.28,35.84,723761.44,237368.32,486393.12
Middle East and North Africa,Morocco,Clothes,Offline,H,2015-03-31,757856929,2015-05-18,5561,109.28,35.84,607706.08,199306.24,408399.84
Central America and the Caribbean,Saint Lucia,Beverages,Online,M,2024-08-30,948710477,2024-09-11,3367,47.45,31.79,159764.15,107036.93,52727.22
Sub-Saharan Africa,Eritrea,Baby Food,Offline,C,2016-12-18,300167357,2017-01-15,5046,255.28,159.42,1288142.88,804433.32,483709.56
Europe,Switzerland,Personal Care,Online,H,2022-12-17,482588899,2023-01-26,7634,81.73,56.67,623926.82,432618.78,191308.04
Europe,Denmark,Office Supplies,Offline,L,2016-02-27,536648929,2016-03-31,5198,651.21,524.96,3384989.58,2728742.08,656247.5
Europe,Slovakia,Household,Online,C,2014-04-30,923333775,2014-05-05,3838,668.27,502.54,2564820.26,1928748.52,636071.74
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Offline,M,2020-09-18,373942267,2020-11-02,6682,47.45,31.79,317060.9,212420.78,104640.12
Europe,Ireland,Vegetables,Online,M,2018-09-07,840085732,2018-09-07,8892,154.06,90.93,1369901.52,808549.56,561351.96
Central America and the Caribbean,Nicaragua,Vegetables,Online,C,2019-10-29,743687999,2019-11-07,2660,154.06,90.93,409799.6,241873.8,167925.8
Middle East and North Africa,Saudi Arabia,Snacks,Offline,L,2015-11-10,826985394,2015-12-04,2211,152.58,97.44,337354.38,215439.84,121914.54
Europe,Montenegro,Cosmetics,Online,C,2016-01-13,102526748,2016-02-15,8798,437.2,263.33,3846485.6,2316777.34,1529708.26
Europe,Germany,Cereal,Online,L,2020-06-04,803173387,2020-07-14,5708,205.7,117.11,1174135.6,668463.88,505671.72
Europe,Sweden,Household,Online,M,2014-07-24,732099139,2014-08-28,3259,668.27,502.54,2177891.93,1637777.86,540114.07
Europe,Belarus,Clothes,Offline,H,2017-07-23,912790334,2017-08-15,3799,109.28,35.84,415154.72,136156.16,278998.56
Europe,Switzerland,Baby Food,Offline,M,2023-04-20,639045798,2023-06-07,6708,255.28,159.42,1712418.24,1069389.36,643028.88
Sub-Saharan Africa,Rwanda,Cosmetics,Online,L,2016-06-26,624976861,2016-07-10,3396,437.2,263.33,1484731.2,894268.68,590462.52
Europe,Iceland,Snacks,Offline,C,2020-09-28,755007350,2020-10-15,2308,152.58,97.44,352154.64,224891.52,127263.12
Asia,Laos,Meat,Online,C,2018-06-04,533873593,2018-06-17,3915,421.89,364.69,1651699.35,1427761.35,223938.0
Europe,Albania,Household,Online,H,2020-02-16,436624419,2020-04-05,5723,668.27,502.54,3824509.21,2876036.42,948472.79
Middle East and North Africa,Tunisia,Household,Offline,L,2016-07-24,558621156,2016-08-27,7269,668.27,502.54,4857654.63,3652963.26,1204691.37
Central America and the Caribbean,Panama,Beverages,Offline,L,2015-12-25,165537631,2016-01-08,5118,47.45,31.79,242849.1,162701.22,80147.88
Australia and Oceania,New Zealand,Vegetables,Online,H,2017-06-16,843360173,2017-06-16,7871,154.06,90.93,1212606.26,715710.03,496896.23
Asia,Uzbekistan,Office Supplies,Offline,C,2016-03-15,648387610,2016-04-28,1157,651.21,524.96,753449.97,607378.72,146071.25
Australia and Oceania,Tonga,Baby Food,Offline,L,2019-08-25,857231271,2019-08-29,2637,255.28,159.42,673173.36,420390.54,252782.82
Sub-Saharan Africa,Central African Republic,Cereal,Offline,H,2020-08-31,116814982,2020-10-03,7004,205.7,117.11,1440722.8,820238.44,620484.36
Europe,Ireland,Personal Care,Online,C,2024-05-05,294375073,2024-06-18,981,81.73,56.67,80177.13,55593.27,24583.86
Europe,Sweden,Office Supplies,Online,C,2021-03-23,627460372,2021-05-02,8322,651.21,524.96,5419369.62,4368717.12,1050652.5
Europe,Netherlands,Cosmetics,Offline,L,2014-01-17,873932206,2014-02-20,4815,437.2,263.33,2105118.0,1267933.95,837184.05
Australia and Oceania,Papua New Guinea,Household,Offline,H,2023-02-05,861964404,2023-03-09,3277,668.27,502.54,2189920.79,1646823.58,543097.21
Sub-Saharan Africa,Djibouti,Vegetables,Online,H,2016-09-11,940043294,2016-09-11,8555,154.06,90.93,1317983.3,777906.15,540077.15
Sub-Saharan Africa,Kenya,Beverages,Offline,C,2023-06-28,626967704,2023-08-12,2531,47.45,31.79,120095.95,80460.49,39635.46
Asia,Kazakhstan,Personal Care,Offline,L,2020-02-22,861848962,2020-03-25,9115,81.73,56.67,744968.95,516547.05,228421.9
Sub-Saharan Africa,Senegal,Snacks,Offline,H,2022-04-09,854110896,2022-04-28,9249,152.58,97.44,1411212.42,901222.56,509989.86
Europe,Moldova,Beverages,Online,C,2014-11-26,333489835,2014-12-24,5908,47.45,31.79,280334.6,187815.32,92519.28
Europe,Hungary,Cereal,Online,H,2021-12-30,900034606,2022-01-15,9096,205.7,117.11,1871047.2,1065232.56,805814.64
Middle East and North Africa,Israel,Vegetables,Online,C,2015-07-20,174106538,2015-07-24,848,154.06,90.93,130642.88,77108.64,53534.24
Sub-Saharan Africa,The Gambia,Snacks,Offline,M,2017-03-10,346379458,2017-03-12,234,152.58,97.44,35703.72,22800.96,12902.76
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2017-12-14,527839696,2018-01-18,8351,651.21,524.96,5438254.71,4383940.96,1054313.75
Sub-Saharan Africa,Cameroon,Cosmetics,Online,L,2015-09-29,799786078,2015-10-11,3328,437.2,263.33,1455001.6,876362.24,578639.36
Europe,Andorra,Household,Online,H,2020-08-25,863829934,2020-09-03,5329,668.27,502.54,3561210.83,2678035.66,883175.17
Asia,Myanmar,Snacks,Offline,C,2017-07-15,491895091,2017-08-24,1543,152.58,97.44,235430.94,150349.92,85081.02
Europe,Portugal,Cosmetics,Offline,M,2014-02-27,876217877,2014-03-28,1196,437.2,263.33,522891.2,314942.68,207948.52
Asia,Turkmenistan,Office Supplies,Offline,M,2014-06-04,579347121,2014-07-16,542,651.21,524.96,352955.82,284528.32,68427.5
Sub-Saharan Africa,Cote d'Ivoire,Snacks,Online,L,2023-10-01,484144151,2023-10-06,7868,152.58,97.44,1200499.44,766657.92,433841.52
Middle East and North Africa,Tunisia,Cereal,Offline,L,2022-04-26,643782794,2022-06-03,8490,205.7,117.11,1746393.0,994263.9,752129.1
Central America and the Caribbean,Haiti,Vegetables,Online,H,2023-11-25,731749379,2023-12-12,9757,154.06,90.93,1503163.42,887204.01,615959.41
Asia,Taiwan,Baby Food,Online,L,2017-01-12,491842734,2017-01-23,6050,255.28,159.42,1544444.0,964491.0,579953.0
Australia and Oceania,Fiji,Cereal,Offline,H,2023-11-04,188174188,2023-11-04,3779,205.7,117.11,777340.3,442558.69,334781.61
Central America and the Caribbean,Saint Vincent and the Grenadines,Snacks,Online,C,2019-10-31,155167567,2019-11-05,6386,152.58,97.44,974375.88,622251.84,352124.04
Sub-Saharan Africa,Djibouti,Cosmetics,Online,L,2014-02-04,347559201,2014-02-11,9346,437.2,263.33,4086071.2,2461082.18,1624989.02
Asia,Indonesia,Cosmetics,Offline,C,2022-07-27,790397918,2022-08-24,5163,437.2,263.33,2257263.6,1359572.79,897690.81
Europe,Bulgaria,Meat,Online,C,2019-12-05,229045045,2019-12-06,8374,421.89,364.69,3532906.86,3053914.06,478992.8
Sub-Saharan Africa,Cape Verde,Fruits,Online,M,2019-10-09,179174411,2019-11-28,545,9.33,6.92,5084.85,3771.4,1313.45
Middle East and North Africa,Oman,Snacks,Offline,C,2015-10-27,876772344,2015-11-04,5275,152.58,97.44,804859.5,513996.0,290863.5
Europe,Bosnia and Herzegovina,Cereal,Online,L,2019-05-03,828137671,2019-05-04,3195,205.7,117.11,657211.5,374166.45,283045.05
Middle East and North Africa,United Arab Emirates,Meat,Online,C,2021-09-12,859881722,2021-09-29,6965,421.89,364.69,2938463.85,2540065.85,398398.0
Sub-Saharan Africa,Liberia,Meat,Online,H,2021-02-18,968928325,2021-03-19,6278,421.89,364.69,2648625.42,2289523.82,359101.6
Europe,Slovakia,Personal Care,Online,C,2017-05-19,772513806,2017-06-16,2857,81.73,56.67,233502.61,161906.19,71596.42
Europe,Denmark,Cereal,Offline,C,2017-01-08,858186995,2017-02-16,5458,205.7,117.11,1122710.6,639186.38,483524.22
Middle East and North Africa,Kuwait,Cereal,Offline,H,2017-06-15,533809220,2017-06-19,4866,205.7,117.11,1000936.2,569857.26,431078.94
Europe,France,Baby Food,Online,M,2022-12-01,977554309,2022-12-02,8898,255.28,159.42,2271481.44,1418519.16,852962.28
Australia and Oceania,Kiribati,Household,Online,M,2017-10-11,287908589,2017-11-02,7404,668.27,502.54,4947871.08,3720806.16,1227064.92
Europe,Ukraine,Fruits,Online,M,2014-08-18,233670890,2014-10-05,7264,9.33,6.92,67773.12,50266.88,17506.24
Europe,Ukraine,Household,Online,C,2016-11-20,403952538,2016-12-11,7388,668.27,502.54,4937178.76,3712765.52,1224413.24
Sub-Saharan Africa,Ghana,Clothes,Offline,C,2024-02-13,458177363,2024-03-08,3718,109.28,35.84,406303.04,133253.12,273049.92
Australia and Oceania,Samoa,Fruits,Online,C,2016-01-01,576081693,2016-01-02,4230,9.33,6.92,39465.9,29271.6,10194.3
Middle East and North Africa,Yemen,Beverages,Offline,M,2021-11-06,107714354,2021-12-12,3926,47.45,31.79,186288.7,124807.54,61481.16
Central America and the Caribbean,Nicaragua,Vegetables,Online,C,2018-12-31,723436677,2019-01-26,9844,154.06,90.93,1516566.64,895114.92,621451.72
Europe,Norway,Cereal,Offline,H,2023-09-26,563922488,2023-09-30,6051,205.7,117.11,1244690.7,708632.61,536058.09
Asia,Brunei,Personal Care,Online,M,2021-09-30,990158116,2021-10-21,8645,81.73,56.67,706555.85,489912.15,216643.7
Australia and Oceania,Tuvalu,Fruits,Offline,C,2016-04-14,733442389,2016-04-25,757,9.33,6.92,7062.81,5238.44,1824.37
Australia and Oceania,Kiribati,Vegetables,Online,H,2022-10-14,845386636,2022-11-09,7547,154.06,90.93,1162690.82,686248.71,476442.11
Sub-Saharan Africa,Mauritania,Cosmetics,Online,L,2020-10-05,647914683,2020-10-06,1208,437.2,263.33,528137.6,318102.64,210034.96
Europe,Poland,Snacks,Offline,L,2023-04-28,883262860,2023-06-08,5963,152.58,97.44,909834.54,581034.72,328799.82
Asia,Nepal,Office Supplies,Online,C,2018-04-30,563979995,2018-06-01,3068,651.21,524.96,1997912.28,1610577.28,387335.0
Sub-Saharan Africa,Senegal,Beverages,Offline,C,2016-07-18,122927415,2016-08-16,5809,47.45,31.79,275637.05,184668.11,90968.94
Middle East and North Africa,Turkey,Vegetables,Offline,C,2014-03-15,963278949,2014-04-07,4502,154.06,90.93,693578.12,409366.86,284211.26
Sub-Saharan Africa,Central African Republic,Fruits,Online,C,2019-09-19,508520925,2019-10-06,1497,9.33,6.92,13967.01,10359.24,3607.77
Australia and Oceania,Solomon Islands,Clothes,Online,M,2016-04-12,752452170,2016-04-17,6173,109.28,35.84,674585.44,221240.32,453345.12
Sub-Saharan Africa,Lesotho,Vegetables,Offline,C,2020-09-02,609184014,2020-10-16,9942,154.06,90.93,1531664.52,904026.06,627638.46
Middle East and North Africa,Jordan,Personal Care,Online,L,2024-06-08,863140285,2024-07-04,1246,81.73,56.67,101835.58,70610.82,31224.76
Middle East and North Africa,Bahrain,Cosmetics,Online,C,2020-08-16,119057309,2020-08-25,558,437.2,263.33,243957.6,146938.14,97019.46
Asia,Kyrgyzstan,Office Supplies,Online,L,2019-10-31,651983916,2019-12-10,5384,651.21,524.96,3506114.64,2826384.64,679730.0
Asia,Uzbekistan,Household,Offline,M,2023-06-18,757281434,2023-07-15,5260,668.27,502.54,3515100.2,2643360.4,871739.8
Asia,Cambodia,Office Supplies,Online,C,2018-05-19,600623691,2018-06-06,6752,651.21,524.96,4396969.92,3544529.92,852440.0
Middle East and North Africa,Tunisia,Personal Care,Online,C,2014-05-08,867997014,2014-05-31,8460,81.73,56.67,691435.8,479428.2,212007.6
Sub-Saharan Africa,Eritrea,Personal Care,Online,M,2017-04-15,515700232,2017-05-28,6014,81.73,56.67,491524.22,340813.38,150710.84
Europe,Bulgaria,Fruits,Offline,L,2023-11-30,820344674,2024-01-06,7074,9.33,6.92,66000.42,48952.08,17048.34
Middle East and North Africa,Afghanistan,Clothes,Offline,C,2016-06-03,428854167,2016-06-10,6333,109.28,35.84,692070.24,226974.72,465095.52
Europe,Germany,Beverages,Offline,H,2021-04-12,308465039,2021-04-30,515,47.45,31.79,24436.75,16371.85,8064.9
Europe,Malta,Meat,Offline,L,2018-05-03,596726119,2018-05-24,3374,421.89,364.69,1423456.86,1230464.06,192992.8
Sub-Saharan Africa,Comoros,Vegetables,Online,H,2021-01-10,151498734,2021-02-10,697,154.06,90.93,107379.82,63378.21,44001.61
Australia and Oceania,Tonga,Cereal,Offline,M,2017-07-23,600956714,2017-07-25,5301,205.7,117.11,1090415.7,620800.11,469615.59
Sub-Saharan Africa,Uganda,Fruits,Online,H,2019-01-09,493586385,2019-01-10,2035,9.33,6.92,18986.55,14082.2,4904.35
Europe,Ukraine,Office Supplies,Online,L,2021-12-24,248186576,2022-01-27,2778,651.21,524.96,1809061.38,1458338.88,350722.5
Sub-Saharan Africa,Gabon,Baby Food,Online,M,2024-06-29,803868615,2024-07-17,1442,255.28,159.42,368113.76,229883.64,138230.12
Australia and Oceania,Kiribati,Office Supplies,Offline,L,2020-10-13,470056331,2020-10-23,8969,651.21,524.96,5840702.49,4708366.24,1132336.25
Europe,Belarus,Snacks,Online,M,2017-04-08,776486051,2017-05-09,8332,152.58,97.44,1271296.56,811870.08,459426.48
Europe,Malta,Personal Care,Offline,M,2016-07-09,623206603,2016-08-17,9538,81.73,56.67,779540.74,540518.46,239022.28
Sub-Saharan Africa,Niger,Personal Care,Online,H,2022-08-14,330579316,2022-08-18,4621,81.73,56.67,377674.33,261872.07,115802.26
Europe,Lithuania,Cereal,Online,L,2014-05-29,289278018,2014-07-07,2649,205.7,117.11,544899.3,310224.39,234674.91
Australia and Oceania,East Timor,Beverages,Online,L,2015-01-06,510289037,2015-01-20,4721,47.45,31.79,224011.45,150080.59,73930.86
Central America and the Caribbean,The Bahamas,Cereal,Online,C,2022-05-05,174911201,2022-06-17,8966,205.7,117.11,1844306.2,1050008.26,794297.94
Europe,Hungary,Vegetables,Online,M,2014-05-23,784755837,2014-07-12,5546,154.06,90.93,854416.76,504297.78,350118.98
Sub-Saharan Africa,Malawi,Vegetables,Online,M,2018-10-22,311746776,2018-12-08,1653,154.06,90.93,254661.18,150307.29,104353.89
Middle East and North Africa,Morocco,Clothes,Offline,H,2021-12-15,848120343,2021-12-25,6512,109.28,35.84,711631.36,233390.08,478241.28
Europe,Cyprus,Vegetables,Online,H,2017-01-19,956425368,2017-01-24,6375,154.06,90.93,982132.5,579678.75,402453.75
Sub-Saharan Africa,Gabon,Vegetables,Offline,M,2020-03-16,619523179,2020-03-25,9531,154.06,90.93,1468345.86,866653.83,601692.03
North America,Canada,Fruits,Online,C,2022-04-17,790587604,2022-05-27,1295,9.33,6.92,12082.35,8961.4,3120.95
Central America and the Caribbean,Antigua and Barbuda,Meat,Offline,L,2015-09-12,243104970,2015-10-07,9018,421.89,364.69,3804604.02,3288774.42,515829.6
Asia,Taiwan,Vegetables,Online,H,2021-01-15,520874106,2021-02-17,7078,154.06,90.93,1090436.68,643602.54,446834.14
Europe,Lithuania,Snacks,Online,H,2017-08-31,988006341,2017-10-14,1887,152.58,97.44,287918.46,183869.28,104049.18
Australia and Oceania,Vanuatu,Fruits,Offline,H,2023-11-10,178925502,2023-12-08,6887,9.33,6.92,64255.71,47658.04,16597.67
Europe,Greece,Office Supplies,Offline,M,2016-08-17,748367917,2016-09-03,7552,651.21,524.96,4917937.92,3964497.92,953440.0
Europe,Georgia,Office Supplies,Offline,H,2022-08-10,921382415,2022-09-12,6387,651.21,524.96,4159278.27,3352919.52,806358.75
Sub-Saharan Africa,Cote d'Ivoire,Cereal,Online,M,2016-06-19,343330323,2016-06-28,7927,205.7,117.11,1630583.9,928330.97,702252.93
Central America and the Caribbean,Haiti,Vegetables,Offline,M,2022-07-03,529885470,2022-07-21,3741,154.06,90.93,576338.46,340169.13,236169.33
Asia,Kazakhstan,Household,Online,M,2023-09-29,817034184,2023-11-13,7426,668.27,502.54,4962573.02,3731862.04,1230710.98
Europe,Montenegro,Snacks,Offline,L,2020-10-01,611075294,2020-10-15,9614,152.58,97.44,1466904.12,936788.16,530115.96
Asia,Tajikistan,Office Supplies,Online,L,2015-08-09,738620126,2015-08-22,2964,651.21,524.96,1930186.44,1555981.44,374205.0
Sub-Saharan Africa,Guinea-Bissau,Snacks,Online,M,2017-03-23,296592509,2017-04-10,7169,152.58,97.44,1093846.02,698547.36,395298.66
Asia,Bangladesh,Meat,Offline,L,2014-08-27,702228772,2014-09-12,3954,421.89,364.69,1668153.06,1441984.26,226168.8
Sub-Saharan Africa,Kenya,Clothes,Offline,M,2014-06-21,743077743,2014-07-26,2072,109.28,35.84,226428.16,74260.48,152167.68
Australia and Oceania,Tuvalu,Snacks,Offline,M,2014-01-28,627000749,2014-02-12,2310,152.58,97.44,352459.8,225086.4,127373.4
Sub-Saharan Africa,Tanzania,Baby Food,Online,M,2017-09-17,632171618,2017-10-23,2485,255.28,159.42,634370.8,396158.7,238212.1
Central America and the Caribbean,Saint Lucia,Cereal,Offline,H,2020-06-08,657076680,2020-07-16,2446,205.7,117.11,503142.2,286451.06,216691.14
Sub-Saharan Africa,Lesotho,Office Supplies,Offline,C,2024-02-25,670514762,2024-02-26,9073,651.21,524.96,5908428.33,4762962.08,1145466.25
Sub-Saharan Africa,Gabon,Household,Online,H,2021-07-29,261597192,2021-08-19,1277,668.27,502.54,853380.79,641743.58,211637.21
Europe,Iceland,Beverages,Offline,H,2022-12-19,889747798,2023-01-17,5000,47.45,31.79,237250.0,158950.0,78300.0
Europe,Iceland,Clothes,Online,C,2018-09-14,934702908,2018-10-02,8217,109.28,35.84,897953.76,294497.28,603456.48
Sub-Saharan Africa,Sao Tome and Principe,Baby Food,Offline,M,2016-09-15,646511352,2016-10-08,5931,255.28,159.42,1514065.68,945520.02,568545.66
Sub-Saharan Africa,Mali,Cosmetics,Offline,L,2015-09-16,795534455,2015-10-27,5179,437.2,263.33,2264258.8,1363786.07,900472.73
Central America and the Caribbean,Nicaragua,Baby Food,Online,C,2021-04-15,422446048,2021-04-20,28,255.28,159.42,7147.84,4463.76,2684.08
Central America and the Caribbean,Grenada,Household,Online,H,2019-02-22,888232457,2019-03-09,6577,668.27,502.54,4395211.79,3305205.58,1090006.21
Europe,Kosovo,Clothes,Offline,C,2023-03-20,924192512,2023-03-26,7957,109.28,35.84,869540.96,285178.88,584362.08
Central America and the Caribbean,The Bahamas,Personal Care,Online,H,2016-11-10,681937539,2016-12-10,9327,81.73,56.67,762295.71,528561.09,233734.62
Asia,Kyrgyzstan,Fruits,Online,C,2022-05-14,383391368,2022-06-05,2880,9.33,6.92,26870.4,19929.6,6940.8
Sub-Saharan Africa,Djibouti,Baby Food,Online,C,2020-10-04,770790326,2020-11-09,2841,255.28,159.42,725250.48,452912.22,272338.26
Sub-Saharan Africa,Mauritania,Beverages,Offline,H,2021-04-16,856683242,2021-04-26,464,47.45,31.79,22016.8,14750.56,7266.24
Europe,Macedonia,Beverages,Offline,M,2024-01-12,173931443,2024-02-29,9034,47.45,31.79,428663.3,287190.86,141472.44
Asia,Malaysia,Cereal,Online,L,2014-07-06,125708758,2014-08-14,8870,205.7,117.11,1824559.0,1038765.7,785793.3
Middle East and North Africa,Iran,Baby Food,Offline,C,2022-07-17,835501515,2022-08-26,2320,255.28,159.42,592249.6,369854.4,222395.2
Europe,Ukraine,Clothes,Offline,L,2020-08-14,697108542,2020-09-25,8764,109.28,35.84,957729.92,314101.76,643628.16
Sub-Saharan Africa,Liberia,Household,Offline,L,2014-10-30,424641168,2014-10-30,9613,668.27,502.54,6424079.51,4830917.02,1593162.49
Asia,Malaysia,Personal Care,Online,L,2018-02-07,802523219,2018-02-19,3309,81.73,56.67,270444.57,187521.03,82923.54
Europe,Czech Republic,Baby Food,Offline,H,2023-06-29,435491025,2023-08-01,327,255.28,159.42,83476.56,52130.34,31346.22
Sub-Saharan Africa,Zimbabwe,Vegetables,Offline,M,2020-03-15,698593413,2020-03-23,8170,154.06,90.93,1258670.2,742898.1,515772.1
Asia,Mongolia,Snacks,Online,L,2020-05-02,787191712,2020-06-20,6376,152.58,97.44,972850.08,621277.44,351572.64
Europe,Romania,Cereal,Offline,L,2021-06-13,866959750,2021-08-02,1511,205.7,117.11,310812.7,176953.21,133859.49
Central America and the Caribbean,Grenada,Baby Food,Online,H,2022-08-10,723883855,2022-09-03,2174,255.28,159.42,554978.72,346579.08,208399.64
Europe,Lithuania,Beverages,Online,C,2019-01-14,214262855,2019-02-02,3995,47.45,31.79,189562.75,127001.05,62561.7
Sub-Saharan Africa,Cape Verde,Clothes,Online,C,2018-02-26,614708077,2018-04-15,4635,109.28,35.84,506512.8,166118.4,340394.4
Sub-Saharan Africa,Angola,Household,Online,L,2023-07-17,572143352,2023-07-27,8787,668.27,502.54,5872088.49,4415818.98,1456269.51
Europe,Lithuania,Vegetables,Online,L,2018-11-20,153805005,2018-12-10,3174,154.06,90.93,488986.44,288611.82,200374.62
Europe,Lithuania,Snacks,Offline,C,2016-02-13,397241866,2016-03-15,1551,152.58,97.44,236651.58,151129.44,85522.14
Asia,Japan,Household,Online,H,2017-12-26,160315263,2018-01-01,9704,668.27,502.54,6484892.08,4876648.16,1608243.92
Asia,Laos,Household,Offline,C,2023-05-20,171199023,2023-05-20,450,668.27,502.54,300721.5,226143.0,74578.5
Asia,Vietnam,Fruits,Online,M,2022-01-06,778379476,2022-02-06,8639,9.33,6.92,80601.87,59781.88,20819.99
Europe,Croatia,Cosmetics,Offline,C,2021-02-21,600655448,2021-02-22,6150,437.2,263.33,2688780.0,1619479.5,1069300.5
Europe,United Kingdom,Household,Online,H,2018-10-27,577138268,2018-11-28,6894,668.27,502.54,4607053.38,3464510.76,1142542.62
Asia,Mongolia,Fruits,Offline,M,2019-12-20,817251765,2020-01-18,1813,9.33,6.92,16915.29,12545.96,4369.33
Middle East and North Africa,Pakistan,Baby Food,Offline,C,2020-04-21,150732266,2020-05-03,3882,255.28,159.42,990996.96,618868.44,372128.52
North America,Mexico,Fruits,Online,H,2022-05-29,177628600,2022-07-08,3105,9.33,6.92,28969.65,21486.6,7483.05
North America,United States of America,Cereal,Online,L,2019-08-29,318302094,2019-10-01,1518,205.7,117.11,312252.6,177772.98,134479.62
Asia,Tajikistan,Personal Care,Offline,H,2022-12-27,963426578,2022-12-30,8189,81.73,56.67,669286.97,464070.63,205216.34
Asia,Kazakhstan,Household,Online,H,2023-06-10,323988378,2023-07-02,4216,668.27,502.54,2817426.32,2118708.64,698717.68
Europe,Slovakia,Fruits,Offline,M,2018-11-29,281286323,2018-11-30,7729,9.33,6.92,72111.57,53484.68,18626.89
Europe,United Kingdom,Cereal,Offline,C,2019-06-30,536931741,2019-07-17,8889,205.7,117.11,1828467.3,1040990.79,787476.51
Central America and the Caribbean,Cuba,Baby Food,Online,H,2020-09-30,862848460,2020-10-31,4889,255.28,159.42,1248063.92,779404.38,468659.54
Asia,China,Personal Care,Offline,C,2019-09-23,651272809,2019-10-12,4952,81.73,56.67,404726.96,280629.84,124097.12
Central America and the Caribbean,Belize,Office Supplies,Offline,H,2020-05-07,264753615,2020-06-23,5333,651.21,524.96,3472902.93,2799611.68,673291.25
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,L,2017-04-30,586152207,2017-06-11,4319,47.45,31.79,204936.55,137301.01,67635.54
Sub-Saharan Africa,South Sudan,Household,Online,H,2022-12-09,768642413,2022-12-29,7226,668.27,502.54,4828919.02,3631354.04,1197564.98
Central America and the Caribbean,The Bahamas,Snacks,Online,M,2018-11-10,485710561,2018-11-21,1403,152.58,97.44,214069.74,136708.32,77361.42
Middle East and North Africa,Iraq,Beverages,Offline,H,2015-01-08,381155478,2015-02-10,1231,47.45,31.79,58410.95,39133.49,19277.46
Australia and Oceania,Marshall Islands,Clothes,Online,M,2022-11-08,719088494,2022-11-23,3120,109.28,35.84,340953.6,111820.8,229132.8
Europe,Luxembourg,Clothes,Online,C,2017-11-11,933933436,2017-12-10,513,109.28,35.84,56060.64,18385.92,37674.72
Asia,South Korea,Snacks,Online,M,2019-10-31,980426633,2019-11-05,8883,152.58,97.44,1355368.14,865559.52,489808.62
Sub-Saharan Africa,Equatorial Guinea,Beverages,Online,M,2023-04-25,883616912,2023-05-11,735,47.45,31.79,34875.75,23365.65,11510.1
Middle East and North Africa,Lebanon,Beverages,Online,M,2024-05-15,288865602,2024-06-29,606,47.45,31.79,28754.7,19264.74,9489.96
Central America and the Caribbean,Dominican Republic,Personal Care,Offline,L,2015-03-19,711846530,2015-04-02,62,81.73,56.67,5067.26,3513.54,1553.72
Australia and Oceania,East Timor,Household,Online,H,2021-08-22,588546025,2021-08-31,2703,668.27,502.54,1806333.81,1358365.62,447968.19
Central America and the Caribbean,Saint Kitts and Nevis,Snacks,Online,H,2022-11-02,225262916,2022-11-07,9157,152.58,97.44,1397175.06,892258.08,504916.98
Asia,Indonesia,Meat,Online,M,2020-11-15,448608529,2020-12-24,2088,421.89,364.69,880906.32,761472.72,119433.6
Sub-Saharan Africa,Mauritius,Vegetables,Offline,C,2024-09-04,355506694,2024-10-09,1186,154.06,90.93,182715.16,107842.98,74872.18
Central America and the Caribbean,Costa Rica,Personal Care,Offline,C,2023-04-15,463193738,2023-05-17,8175,81.73,56.67,668142.75,463277.25,204865.5
Europe,Belgium,Household,Offline,H,2023-04-14,459218490,2023-04-22,1811,668.27,502.54,1210236.97,910099.94,300137.03
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Offline,C,2022-01-23,551442277,2022-01-27,2879,109.28,35.84,314617.12,103183.36,211433.76
Europe,Sweden,Cosmetics,Offline,M,2023-11-15,118038928,2024-01-02,9197,437.2,263.33,4020928.4,2421846.01,1599082.39
Europe,Luxembourg,Clothes,Offline,H,2023-10-06,857494771,2023-11-06,613,109.28,35.84,66988.64,21969.92,45018.72
